Order Year,Order Month,Order Quarter,Region,Product Category,Product_Group,Price_Tier,Sales,Quantity,Discount,Profit,Profit Margin,Shipping Cost,Browsing Time (min),Average_Order_Value,Discount_Level,Profit_Margin_Level,LTV_Proxy,Education_Level,Is_Holiday_Season,Purchase_Frequency,Season
2022,7,Q3,华东,美妆,产品45,高价,4430.051441671149,7,0.0792899258321264,651.5513407575531,29.21303978306702,17.018237360708948,10.89176757844812,632.8644916673071,低折扣,高利润,5724.204131736877,高等教育,True,高频,夏
2023,11,Q4,西北,服装,产品7,低价,1780.35534752006,1,0.0861724043924522,345.3624051723622,45.842737380135226,26.45769986861322,44.98396751871953,1780.35534752006,低折扣,超高利润,2596.518973916875,高等教育,False,中频,秋
2022,1,Q1,西南,电子产品,产品17,中价,3450.963612054257,4,0.1534017269388398,475.2786503112165,43.08958293382881,42.01863222007492,22.81228699330826,862.7409030135642,中等折扣,超高利润,4937.96943968663,高等教育,True,中频,冬
2023,6,Q2,华南,美妆,产品2,高价,224.20816089329853,5,0.2420057564290738,859.337901521132,27.07009069644389,17.211156583601166,34.9429195156892,44.84163217865971,高折扣,高利润,284.90151339594325,中等教育,False,低频,夏
2023,3,Q1,华南,美妆,产品12,高价,3481.229753206303,8,0.0149593729482536,305.5624467223423,6.667339716207175,13.334338023975208,1.0961001582445182,435.1537191507879,低折扣,低利润,3713.3351671542478,高等教育,False,低频,春
2024,11,Q4,西北,服装,产品42,低价,1648.8964265801555,2,0.1810212636660738,924.505699953982,29.08637305831891,35.65909334065479,40.10484180907224,824.4482132900778,中等折扣,高利润,2128.500592560549,高等教育,False,高频,秋
2022,10,Q4,华北,电子产品,产品18,中价,373.1301825784645,5,0.2420334427518941,237.50827800843845,36.7158019966383,29.002770117806204,12.88008997034554,74.6260365156929,高折扣,超高利润,510.12792160366854,高等教育,False,低频,秋
2022,7,Q3,华南,食品,产品11,中价,3088.0825315857733,6,0.0470751816111681,752.0212510052129,20.26240396362652,28.1481740935783,30.389216760114877,514.6804219309622,低折扣,高利润,3713.8022888658675,高等教育,True,中频,夏
2024,10,Q4,西北,服装,产品16,低价,1279.938698758549,5,0.0045067625941698,634.2536420022809,9.997848647674465,16.554628199206093,36.479632354917946,255.9877397517098,低折扣,低利润,1407.9050326434426,高等教育,False,中频,秋
2024,2,Q1,西南,电子产品,产品49,中价,1995.355486054212,9,0.0938139885424374,752.1034467095546,17.535557894254673,6.569613761901245,8.22250058459609,221.70616511713467,低折扣,中利润,2345.252202507435,其他,True,高频,冬
2024,2,Q1,西北,美妆,产品18,高价,494.8459802039166,1,0.1764431120188794,442.97409670826886,39.721498901051625,23.46211122492726,20.470417178486077,494.8459802039166,中等折扣,超高利润,691.4062207925135,高等教育,True,低频,冬
2024,4,Q2,华南,电子产品,产品35,中价,821.0999303652321,3,0.0414849520214243,933.3146519284448,20.805972452749774,9.79517662104956,22.728781388684627,273.6999767884107,低折扣,高利润,991.93775568657,其他,False,高频,春
2022,1,Q1,西南,电子产品,产品26,中价,1560.0884539296344,2,0.1278367112917456,636.1474803873626,41.53916708085696,45.7695117792141,14.733256474925,780.0442269648172,中等折扣,超高利润,2208.1362034166236,高等教育,True,低频,冬
2022,3,Q1,西北,电子产品,产品16,中价,539.82155274477,3,0.1656964492122833,295.41284650871376,19.37846533133641,6.856264556227874,22.197256508075185,179.94051758159,中等折扣,中利润,644.4306851944971,高等教育,False,高频,春
2023,9,Q3,华东,食品,产品6,中价,4563.048696962945,9,0.1796649284271951,642.0705199456222,12.359976728621817,24.424288438297165,14.972008936834872,507.0054107736605,中等折扣,中利润,5127.040454023246,其他,False,高频,秋
2023,7,Q3,西南,电子产品,产品44,中价,129.63051160149425,9,0.0823235163001125,293.94758973496084,24.61317617811237,7.3510512665372545,16.872900782429205,14.403390177943805,低折扣,高利润,161.53669780255842,中等教育,True,中频,夏
2024,7,Q3,华东,食品,产品43,中价,2470.9150724351257,2,0.1200088907958874,300.69606784227545,25.352353053011253,9.299474355414484,30.450571862920512,1235.4575362175628,中等折扣,高利润,3097.3501852389472,高等教育,True,高频,夏
2024,11,Q4,华北,美妆,产品47,高价,703.9125448495021,3,0.2335017687202676,405.6025265046592,5.724869834720164,34.64900001149099,28.834103805419872,234.637514949834,高折扣,低利润,744.2106217924022,中等教育,False,低频,秋
2024,4,Q2,西南,食品,产品47,中价,1607.6275384419478,4,0.2823644082362056,853.9061133934277,10.267028271784676,34.12000674383425,11.219691935091111,401.90688461048694,高折扣,中利润,1772.6831123187785,中等教育,False,高频,春
2023,2,Q1,华东,美妆,产品48,高价,4637.691843109501,9,0.2585640993354771,505.29489565005207,13.321670844776785,6.487348769574791,40.48924693099868,515.2990936788334,高折扣,中利润,5255.50988524361,高等教育,True,低频,冬
2023,4,Q2,华南,美妆,产品42,高价,892.3033110425356,3,0.1692850505200295,682.1118338079053,10.111429282040367,5.050916380439158,38.96269600954119,297.4344370141785,中等折扣,中利润,982.5279293199062,高等教育,False,中频,春
2023,6,Q2,华南,食品,产品12,中价,4832.5783666198295,7,0.1230878408831839,398.0480628717184,20.368673393961373,8.54681347592528,23.39966549435787,690.368338088547,中等折扣,高利润,5816.910470623856,中等教育,False,低频,夏
2023,11,Q4,华北,服装,产品13,低价,1108.3924472481665,3,0.0998869843114254,270.9693854088126,48.40802850276581,39.3349503970374,20.063032678613016,369.46414908272214,低折扣,超高利润,1644.9433790345622,中等教育,False,低频,秋
2023,11,Q4,西南,家居,产品4,低价,3733.673931487465,7,0.0374869698252054,955.0937591090692,27.915014224718508,31.305941273817822,17.58166325130079,533.381990212495,低折扣,高利润,4775.929540566798,中等教育,False,中频,秋
2023,3,Q1,西南,电子产品,产品39,中价,2778.718597996828,7,0.0319653741648338,607.545434651832,33.24002107417909,6.715321033482122,32.11978842132332,396.9597997138326,低折扣,超高利润,3702.3652455631077,高等教育,False,高频,春
2023,1,Q1,西南,家居,产品2,低价,4433.94576522412,9,0.2065072874740973,934.6118251968912,21.03739153353627,26.96436571427723,30.5533065172167,492.66064058045777,高折扣,高利润,5366.732296238969,高等教育,True,高频,冬
2024,12,Q4,华北,电子产品,产品26,中价,2814.5669519653416,2,0.0779383248513481,211.3788721763319,19.556949273941573,37.04132106745031,9.631946705271062,1407.2834759826708,低折扣,中利润,3365.0103830423272,其他,True,中频,冬
2024,8,Q3,西南,电子产品,产品27,中价,2719.340173865912,6,0.076398505929734,155.42522227380343,6.041604736175376,44.10281275703628,30.5441533772159,453.22336231098535,低折扣,低利润,2883.6319586029144,其他,True,高频,夏
2024,12,Q4,华南,美妆,产品27,高价,1057.7442018051595,9,0.2994585163433357,857.2646780526646,27.515014505421007,47.03164207965547,12.10697254048976,117.5271335339066,高折扣,高利润,1348.7826723620988,高等教育,True,低频,冬
2024,5,Q2,华东,电子产品,产品15,中价,914.5238740531278,2,0.0563777873621386,684.1080404910789,26.762405303824984,19.734825332933,1.8165668070351249,457.2619370265639,低折扣,高利润,1159.2724598274679,中等教育,False,低频,春
2023,5,Q2,华南,电子产品,产品8,中价,4590.79684046602,2,0.0444179278466488,194.7127142611049,12.102382678150535,11.112459278596956,31.765181811644588,2295.39842023301,低折扣,中利润,5146.392642075662,其他,False,中频,春
2022,11,Q4,华南,食品,产品7,中价,1706.4071743651668,5,0.0296055683279761,276.6661036569024,39.39458000930166,15.661666432915135,29.370918508272982,341.2814348730334,低折扣,超高利润,2378.6391139549164,高等教育,False,中频,秋
2023,4,Q2,华东,家居,产品47,低价,1923.20304931819,8,0.1739416035500388,802.657302110058,27.170344863995133,39.92771714181007,19.075607544471023,240.40038116477376,中等折扣,高利润,2445.7439502528127,高等教育,False,中频,春
2022,6,Q2,华南,食品,产品46,中价,3823.135926299103,9,0.1883591478006304,459.32993379597673,20.2547286572708,48.71678967690398,24.13018646045827,424.79288069990037,中等折扣,高利润,4597.501734369624,其他,False,低频,夏
2024,3,Q1,华北,电子产品,产品40,中价,1760.235063871756,2,0.1095683778770645,673.83510144103,11.610900906031713,25.987712781217123,42.67544443505342,880.117531935878,中等折扣,中利润,1964.6142128511297,高等教育,False,高频,春
2023,9,Q3,华东,美妆,产品12,高价,4765.105988531113,5,0.1606240006534403,325.1685019146508,29.84723721369556,18.74089460965054,27.18880795983926,953.0211977062227,中等折扣,高利润,6187.358476412007,中等教育,False,低频,秋
2024,5,Q2,华南,食品,产品13,中价,3715.8460680941216,7,0.2365198592834737,387.41765324712793,38.87676617399644,24.31357618820155,29.946893154807384,530.8351525848745,高折扣,超高利润,5160.446855372713,其他,False,低频,春
2023,3,Q1,西北,食品,产品43,中价,3027.403288609758,6,0.2454312504965245,990.805433036874,17.689970870823725,18.71659150903096,3.812098121762208,504.567214768293,高折扣,中利润,3562.950048507183,高等教育,False,中频,春
2024,11,Q4,华南,服装,产品17,低价,4416.386286669287,6,0.2873736227146944,255.14091630297133,14.845745820952516,16.541938544321944,8.303756269705511,736.0643811115478,高折扣,中利润,5072.031769259613,高等教育,False,高频,秋
2022,1,Q1,华北,电子产品,产品17,中价,343.0689509124655,7,0.2472803957768623,511.3918132661489,28.48707338290596,31.71878385832308,14.24190016210988,49.00985013035221,高折扣,高利润,440.7992547128652,其他,True,中频,冬
2022,10,Q4,西南,美妆,产品36,高价,1359.6071917271229,3,0.1694524310152279,845.9583197586269,11.99044861295076,5.708119116809498,24.732689993238296,453.2023972423743,中等折扣,中利润,1522.6301933891464,其他,False,高频,秋
2022,12,Q4,华南,食品,产品21,中价,2378.6780376824586,3,0.0538970897510537,246.8309815291994,34.99760239674282,16.679851189924467,35.169999423266134,792.8926792274862,低折扣,超高利润,3211.15831960921,其他,True,高频,冬
2023,6,Q2,西南,食品,产品8,中价,1212.194843410453,9,0.0299290673108527,421.0616191174874,32.240463257490376,34.762193503024506,15.134598622697828,134.68831593449477,低折扣,超高利润,1603.012076509393,其他,False,低频,夏
2022,2,Q1,西北,美妆,产品5,高价,3745.1354177805447,8,0.0163535669732577,618.9403744962884,8.918692231614287,6.442821333806226,16.68082694106605,468.1419272225681,低折扣,低利润,4079.152519349573,高等教育,True,低频,冬
2023,3,Q1,华南,电子产品,产品26,中价,4604.119352163253,5,0.1999577495356151,486.3762699603515,6.643417072161824,8.744081742902075,12.27063894764495,920.8238704326507,中等折扣,低利润,4909.990203227573,高等教育,False,高频,春
2022,1,Q1,华东,服装,产品16,低价,2176.473587661525,6,0.2422608766193979,464.9072439046143,32.91298936648632,18.202826515360314,12.20281048899346,362.7455979435875,高折扣,超高利润,2892.8161081329463,高等教育,True,中频,冬
2022,9,Q3,西南,食品,产品36,中价,1776.4497405482853,1,0.1526051852052237,368.8846340089024,18.24321982949333,44.50121593740432,42.75000921937105,1776.4497405482853,中等折扣,中利润,2100.531371876973,高等教育,False,低频,秋
2023,8,Q3,西北,服装,产品28,低价,4811.5985874740745,1,0.0164142524500919,590.7798644971758,8.890058892802934,39.419877207438326,28.960115903231163,4811.5985874740745,低折扣,低利润,5239.352535585795,高等教育,True,低频,夏
2023,12,Q4,华东,家居,产品29,低价,2279.7769208549503,4,0.1606411723774014,628.1289709443741,39.17429172304189,5.997048323730959,7.85965471575766,569.9442302137376,中等折扣,超高利润,3172.8633824652507,中等教育,True,中频,冬
2022,2,Q1,华东,电子产品,产品47,中价,2496.337162201488,2,0.2807247784573651,656.756645492349,19.131980135793988,27.577076750982133,32.778937435707434,1248.168581100744,高折扣,中利润,2973.93589219632,中等教育,True,中频,冬
2023,12,Q4,华东,家居,产品12,低价,1823.0843744753363,7,0.1792839572797381,79.66442682696902,25.681979733720063,17.360937229433752,32.76893030784127,260.44062492504804,中等折扣,高利润,2291.2885340567095,高等教育,True,高频,冬
2022,11,Q4,华东,家居,产品37,低价,4556.787517759478,2,0.2428282465388444,634.7238339549284,15.656581735419616,34.18905465779284,30.324688626363024,2278.393758879739,高折扣,中利润,5270.224679986889,高等教育,False,低频,秋
2023,8,Q3,华南,家居,产品30,低价,2887.8818680810687,2,0.2400457945175251,953.7048069934204,33.229268526108406,37.46992471670576,6.927699583989199,1443.9409340405343,高折扣,超高利润,3847.503888742523,中等教育,True,中频,夏
2024,12,Q4,华南,电子产品,产品23,中价,3834.6554771900583,5,0.2796387299341958,545.5763731728028,18.566978690946176,43.82881597081772,18.951625272661826,766.9310954380117,高折扣,中利润,4546.635142511136,高等教育,True,高频,冬
2024,9,Q3,华南,电子产品,产品16,中价,4077.852919919343,4,0.2310686296949619,718.1144116841518,48.56094325524328,26.393730669680643,5.697278541754178,1019.4632299798358,高折扣,超高利润,6058.096762393656,高等教育,False,中频,秋
2024,1,Q1,西北,美妆,产品14,高价,1775.0603053945651,8,0.2243101542039268,561.1649846816256,36.63263968776079,49.7502539845513,36.931302180054,221.88253817432064,高折扣,超高利润,2425.311751310223,其他,True,中频,冬
2024,5,Q2,西北,服装,产品10,低价,2225.102223469862,4,0.0702307994911921,856.1932124060589,11.15250243680596,49.09937482791992,29.82757429982845,556.2755558674655,低折扣,中利润,2473.256803163762,高等教育,False,高频,春
2024,8,Q3,西北,服装,产品7,低价,4257.511694590697,6,0.0179775465963244,930.2872636515932,23.751267785306005,44.69750260119649,23.31697321778401,709.5852824317827,低折扣,高利润,5268.724698163653,其他,True,高频,夏
2022,11,Q4,华北,美妆,产品45,高价,1879.9512232114705,5,0.1552798395161423,192.3777003033957,22.343949487844537,30.869127282113187,16.09268096602625,375.9902446422941,中等折扣,高利润,2300.0065749219566,高等教育,False,中频,秋
2024,2,Q1,西北,美妆,产品37,高价,3990.282153914072,2,0.0373302623840265,442.4914361915553,29.04111998241724,22.91028968767168,9.10697687775507,1995.141076957036,低折扣,高利润,5149.1047818692405,高等教育,True,低频,冬
2024,4,Q2,华南,家居,产品29,低价,4710.862380614742,8,0.2886587628833973,398.4582799233941,42.8868803515664,21.397383956290323,5.683693908656748,588.8577975768427,高折扣,超高利润,6731.204293315938,高等教育,False,低频,春
2024,7,Q3,华南,美妆,产品3,高价,3153.730828033234,2,0.0869774287899085,411.1629720662859,31.25399068323508,5.545613753948517,43.64658673162358,1576.865414016617,低折扣,超高利润,4139.397567201054,其他,True,高频,夏
2024,3,Q1,华北,食品,产品15,中价,3733.973708514256,9,0.2558832610152879,134.26893941559712,7.770050491999967,16.212852375906493,9.784540246065012,414.88596761269514,高折扣,低利润,4024.1053510238175,其他,False,中频,春
2023,12,Q4,华北,服装,产品36,低价,4044.976829001561,9,0.1162873875607378,815.4795687209121,34.49370635612848,37.3463705727124,3.634483575740969,449.44186988906233,中等折扣,超高利润,5440.239258570797,高等教育,True,低频,冬
2022,5,Q2,西北,美妆,产品47,高价,4240.694279593548,3,0.0969582749572132,45.408580584785895,5.371938407563627,32.163444495188,43.31333797602984,1413.5647598645162,低折扣,低利润,4468.501764346388,其他,False,低频,春
2024,8,Q3,西南,食品,产品46,中价,2035.7613554983,4,0.2805475717129863,532.9443416498854,40.09822072431768,46.23899851253901,25.15387661974439,508.940338874575,高折扣,超高利润,2852.0654372463696,高等教育,True,中频,夏
2024,12,Q4,华北,食品,产品19,中价,351.1909499623911,8,0.1089967716258672,665.2596041642444,34.99862325850589,7.251002011245104,36.052896339610285,43.898868745298884,中等折扣,超高利润,474.10294745769625,高等教育,True,低频,冬
2024,10,Q4,华东,食品,产品13,中价,2069.1937290600235,9,0.1170863725989409,215.3947436782884,18.895354625866368,11.987447142979878,2.9256972767260163,229.9104143400026,中等折扣,中利润,2460.175222062104,其他,False,低频,秋
2022,3,Q1,华南,食品,产品42,中价,3401.40552594204,3,0.0318275338838727,906.7916901778076,18.15988120652821,40.515970520845855,25.945617729104804,1133.8018419806801,低折扣,中利润,4019.0967288054007,其他,False,中频,春
2023,4,Q2,华东,家居,产品21,低价,2306.716890325885,5,0.2011339995847527,840.1637149545452,40.92228484458375,21.13284340379002,18.521238421191786,461.343378065177,高折扣,超高利润,3250.6781467431683,中等教育,False,中频,春
2022,9,Q3,华南,食品,产品37,中价,3769.919439215953,8,0.086651824343254,476.372892189086,40.250151136607926,10.325540017304506,34.96643511139487,471.2399299019941,低折扣,超高利润,5287.317711228736,中等教育,False,中频,秋
2023,7,Q3,华南,家居,产品27,低价,1849.213904396453,3,0.1756812503518521,417.0374430167373,20.8536059469542,49.84027272950401,2.690728408118578,616.4046347988177,中等折扣,高利润,2234.8416851355755,高等教育,True,中频,夏
2024,1,Q1,华北,家居,产品29,低价,3210.246291409745,7,0.1774055112159628,244.20224595898904,18.452647763590114,40.42626362012133,18.67438501671103,458.606613058535,中等折扣,中利润,3802.6217319072994,高等教育,True,中频,冬
2024,12,Q4,华北,食品,产品20,中价,1013.4570437844754,8,0.2157599086787301,732.693292398514,30.19211549972555,23.393346654115515,36.159230457392624,126.68213047305943,高折扣,超高利润,1319.4411649839885,高等教育,True,低频,冬
2022,4,Q2,华东,服装,产品25,低价,3771.910239560289,3,0.2235724458517323,140.4263616356445,5.376454699286488,42.05063646257632,23.99867964408828,1257.303413186763,高折扣,低利润,3974.7052848879966,高等教育,False,中频,春
2022,4,Q2,华南,食品,产品6,中价,2773.9102471838264,2,0.1543357303204618,683.4353763053452,8.720016709394404,35.6271741553619,25.201704603938573,1386.9551235919132,中等折扣,低利润,3015.7956842418594,高等教育,False,高频,春
2023,9,Q3,华东,食品,产品36,中价,1099.9155038783429,7,0.0992975842810209,844.0324162572294,10.677631556693154,40.5488641806425,5.275246006502482,157.1307862683347,低折扣,中利润,1217.3604288174172,高等教育,False,中频,秋
2023,6,Q2,西南,食品,产品2,中价,1530.3647501392556,9,0.2512352684504201,236.1868601578535,13.343531802222838,41.68428699045424,6.82254446928402,170.04052779325062,高折扣,中利润,1734.5694572640953,其他,False,中频,夏
2022,9,Q3,华东,服装,产品22,低价,3768.1826720509785,1,0.0929596948225454,867.7631288697686,28.04081570039611,8.812790748064305,30.787982636094576,3768.1826720509785,低折扣,高利润,4824.811830375055,中等教育,False,中频,秋
2023,12,Q4,西北,电子产品,产品32,中价,2464.746054741451,3,0.1522527283407994,42.98996744511337,49.65088616875049,33.033779945964305,30.702051380756476,821.5820182471504,中等折扣,超高利润,3688.5143127298975,其他,True,高频,冬
2022,6,Q2,华东,电子产品,产品16,中价,1158.5540579260537,5,0.1203757749611184,913.65951153266,34.36760307863091,5.305349883957241,44.080549347100025,231.71081158521073,中等折扣,超高利润,1556.7213180054516,其他,False,低频,夏
2023,6,Q2,西北,家居,产品18,低价,4839.628832814458,3,0.2565235157909064,127.17860557278505,7.758445750215062,6.955531083552678,32.325931474884214,1613.2096109381528,高折扣,低利润,5215.108810320135,中等教育,False,低频,夏
2022,5,Q2,西北,家居,产品5,低价,3604.112597102751,1,0.1295755593437486,649.3015861586523,28.65107183280088,45.67910040751284,22.702713821071683,3604.112597102751,中等折扣,高利润,4636.729486233686,其他,False,中频,春
2022,5,Q2,西北,服装,产品36,低价,4789.960679445001,7,0.1158297566512452,257.5816442248024,27.3490345575277,28.74036746105625,38.722424235476325,684.2800970635716,中等折扣,高利润,6099.968680958404,高等教育,False,中频,春
2022,2,Q1,西南,美妆,产品30,高价,2192.8147222656817,7,0.2069471078692912,838.1868672579176,11.487551711812229,38.11558936408362,5.5968113759011935,313.25924603795454,高折扣,中利润,2444.7154474301838,中等教育,True,高频,冬
2023,8,Q3,华东,电子产品,产品45,中价,2427.99166938943,8,0.1807323329584328,517.1773573063118,46.41225659610835,42.73254456994157,20.7690161194352,303.49895867367877,中等折扣,超高利润,3554.877393118587,其他,True,低频,夏
2023,8,Q3,华东,家居,产品19,低价,4499.980559306594,5,0.0321740500487538,143.88877933403634,24.834436145391603,47.73140454040632,13.632800880813068,899.9961118613188,低折扣,高利润,5617.525357862626,高等教育,True,低频,夏
2023,11,Q4,西南,电子产品,产品23,中价,2672.741767202385,5,0.1524506419031889,575.2816556127186,49.75516132743829,44.12087815652581,5.604063504815526,534.548353440477,中等折扣,超高利润,4002.568745339757,高等教育,False,低频,秋
2022,1,Q1,华南,服装,产品34,低价,3565.666668337769,5,0.2206435164999743,413.8037840950133,23.903253286347397,26.749015191378227,34.59409172769612,713.1333336675538,高折扣,高利润,4417.97700341741,高等教育,True,低频,冬
2023,8,Q3,华北,服装,产品13,低价,1335.647099728097,1,0.2976224293774068,664.8333384469702,32.35809662076242,20.11866383212302,23.47484934195089,1335.647099728097,高折扣,超高利润,1767.8370787705253,高等教育,True,中频,夏
2023,5,Q2,华东,美妆,产品43,高价,2288.9596966429385,5,0.1887440501910957,883.0842519158249,9.714314140314803,11.952195629271715,25.497823675489588,457.7919393285877,中等折扣,低利润,2511.31643212003,高等教育,False,中频,春
2022,2,Q1,华北,美妆,产品29,高价,704.9043424707401,6,0.1110879199323953,415.2952398715843,25.440252071309114,23.0144667119276,19.09522826805448,117.48405707845667,中等折扣,高利润,884.2337840569004,中等教育,True,中频,冬
2024,2,Q1,西南,服装,产品36,低价,1109.3021757971123,1,0.0678454799406355,296.9818727385211,15.7444652301788,21.492211062252355,21.25483819052035,1109.3021757971123,低折扣,中利润,1283.9558711631057,中等教育,True,低频,冬
2022,6,Q2,华南,家居,产品22,低价,104.62273481139232,7,0.2618490702459961,24.36994358233271,42.60041593570558,30.1808678880143,6.1047650334121375,14.946104973056046,高折扣,超高利润,149.19245500435568,中等教育,False,高频,夏
2023,11,Q4,华南,电子产品,产品47,中价,292.3987530784351,1,0.2443695636340508,579.0906474812762,40.276381319039295,34.94792339407461,30.608384268626963,292.3987530784351,高折扣,超高利润,410.1663898404218,其他,False,中频,秋
2022,9,Q3,华南,食品,产品36,中价,4888.690733566954,2,0.0701768462338154,408.2520197571192,42.088099983141134,49.024646440027134,20.02768382262941,2444.345366783477,低折扣,超高利润,6946.247777377169,其他,False,低频,秋
2024,1,Q1,西南,美妆,产品9,高价,1287.5331061701354,2,0.060189627043972,380.9027268246804,37.562424699107815,37.77737837453296,36.93777321770166,643.7665530850677,低折扣,超高利润,1771.1617596513765,高等教育,True,中频,冬
2022,12,Q4,西北,食品,产品39,中价,3350.2224765696096,5,0.2145410330433526,191.1059680713704,42.4707450629023,33.96868395993155,9.636636806295348,670.044495313922,高折扣,超高利润,4773.086923633541,高等教育,True,中频,冬
2023,6,Q2,西北,家居,产品19,低价,4211.588524118097,7,0.0944856185756278,435.7547917393616,14.03729375787144,20.079159542075416,10.022424110428773,601.6555034454424,低折扣,中利润,4802.781577121356,其他,False,低频,夏
2024,9,Q3,华北,美妆,产品38,高价,2798.236250259165,1,0.0919196395085873,984.5975340475346,25.34196994609108,6.552674442424669,29.41342114735026,2798.236250259165,低折扣,高利润,3507.3644398204688,高等教育,False,中频,秋
2023,8,Q3,西北,食品,产品6,中价,850.4080504113854,1,0.0456870741202965,304.7766121355219,36.13310959756856,17.965630798461127,38.22415062948546,850.4080504113854,低折扣,超高利润,1157.6869232930774,高等教育,True,中频,夏
2024,11,Q4,西北,家居,产品47,低价,3667.7705429472153,1,0.0791926559129489,603.7073692740192,33.68266240708107,39.5801555206828,21.776704899199714,3667.7705429472153,低折扣,超高利润,4903.17331279449,其他,False,高频,秋
2024,6,Q2,华南,电子产品,产品15,中价,3041.2319094879567,6,0.1282522672777948,778.7220125025101,37.23595172933391,14.237237336171075,32.9859702242564,506.87198491465944,中等折扣,超高利润,4173.663555281993,其他,False,中频,夏
2022,3,Q1,华南,家居,产品20,低价,3683.127887802138,2,0.2198515011817246,751.6662449447664,15.091627241805426,37.04846871533515,44.970516545695766,1841.563943901069,高折扣,中利润,4238.971819468219,高等教育,False,低频,春
2022,8,Q3,华北,美妆,产品9,高价,3871.758451999727,1,0.1008924283241249,335.48654461766483,9.42956190702454,31.090092915623718,44.57168814807284,3871.758451999727,中等折扣,低利润,4236.848312121496,高等教育,True,低频,夏
2023,9,Q3,华东,服装,产品32,低价,4879.510801655251,6,0.0985813018439528,614.7514826816819,46.25629601336494,12.73355913877092,33.75082108415481,813.2518002758752,低折扣,超高利润,7136.591762073021,中等教育,False,高频,秋
2022,1,Q1,华北,电子产品,产品4,中价,2910.460072130879,2,0.0854739757657307,872.5520384174556,30.20773530053113,16.773116283132346,33.54180554584295,1455.2300360654394,低折扣,超高利润,3789.644146747822,其他,True,低频,冬
2022,12,Q4,华北,食品,产品18,中价,1774.0414521839489,6,0.1434851002533129,25.292953455747167,11.922166602833492,27.33366215689144,11.89523103675185,295.67357536399146,中等折扣,中利润,1985.5456297166459,其他,True,高频,冬
2024,9,Q3,西南,美妆,产品5,高价,3277.4763288111617,8,0.0541910093823945,441.37701327487457,40.70464618493127,23.826861729853132,37.675743787926045,409.6845411013952,低折扣,超高利润,4611.56147224862,高等教育,False,中频,秋
2022,6,Q2,西南,服装,产品20,低价,435.35947528886805,2,0.1456892202096376,232.03068405948625,46.17184714831772,40.03537313960418,18.824493590073303,217.67973764443403,中等折扣,超高利润,636.3729867649623,高等教育,False,低频,夏
2024,6,Q2,华北,家居,产品23,低价,4497.246859775773,9,0.2112526668584069,394.74596749485056,12.630358335699908,38.048208914446114,43.3277320341402,499.6940955306415,高折扣,中利润,5065.2652534064655,其他,False,低频,夏
2024,12,Q4,华北,服装,产品11,低价,684.9669555571643,8,0.0089371512097866,421.82971189548925,41.78356048710997,30.85585265628577,4.582818303105162,85.62086944464554,低折扣,超高利润,971.1705377491077,高等教育,True,低频,冬
2024,4,Q2,华北,美妆,产品37,高价,1706.429905640509,1,0.0029338140917285,749.2042551387706,46.99512775936078,42.00236201628164,20.176976230399944,1706.429905640509,低折扣,超高利润,2508.3688199202056,中等教育,False,高频,春
2023,1,Q1,西北,美妆,产品22,高价,4097.152365067992,7,0.0225368730463527,102.88365367148872,47.22627201332078,30.32012933079389,25.456981458073937,585.3074807239989,低折扣,超高利润,6032.084685795208,高等教育,True,低频,冬
2023,10,Q4,西南,服装,产品4,低价,3026.830653820488,6,0.1606980185184336,517.4580641011853,46.13704077440755,48.39751654957671,18.82687311179125,504.47177563674796,中等折扣,超高利润,4423.320746745913,高等教育,False,中频,秋
2023,8,Q3,华北,家居,产品29,低价,2028.8140493594665,6,0.256336524955621,568.5528438807579,29.588945556204624,14.775084461798665,10.265484382217506,338.1356748932444,高折扣,高利润,2629.1187338610694,中等教育,True,中频,夏
2024,2,Q1,华南,服装,产品44,低价,2419.834730937605,6,0.0014653398060755,499.2160275162863,21.029509276424115,37.13593971209687,27.091493506430435,403.30578848960084,低折扣,高利润,2928.714100154261,高等教育,True,中频,冬
2023,12,Q4,华南,美妆,产品34,高价,4287.282226690683,6,0.2809983913754043,734.5545205320929,5.327276346230418,21.64748594245106,34.26038824350606,714.5470377817805,高折扣,低利润,4515.677598649317,高等教育,True,高频,冬
2023,1,Q1,西北,美妆,产品13,高价,1766.0214916934715,7,0.0318835534711607,389.9533433477789,7.741050209218718,17.553478748908724,29.372898224888644,252.2887845276388,低折扣,低利润,1902.7301020710563,中等教育,True,高频,冬
2022,2,Q1,西北,食品,产品42,中价,4361.28345557964,3,0.2525950584174679,945.5173930036754,24.29775568838258,13.11743641854708,11.31574934755374,1453.7611518598799,高折扣,高利润,5420.97745449423,高等教育,True,中频,冬
2023,1,Q1,华东,食品,产品9,中价,531.8587117857883,6,0.144856429494884,486.985408113552,22.969676587617965,29.862656431769476,33.19074955221505,88.64311863096471,中等折扣,高利润,654.024937786055,高等教育,True,中频,冬
2023,1,Q1,华东,电子产品,产品42,中价,3906.3123423222905,3,0.1978072161836531,575.5017705186496,13.312125930644743,14.696124473714509,12.303503465960784,1302.1041141074302,中等折扣,中利润,4426.325560576553,高等教育,True,中频,冬
2024,9,Q3,华东,美妆,产品31,高价,4252.983401968208,7,0.1532048953341547,827.2755151132819,22.79660126142456,14.015788315178266,8.708903968657761,607.5690574240298,中等折扣,高利润,5222.51906982947,高等教育,False,低频,秋
